      Gx      Gy      Gz     Rot. sign
   -4634    1477  -32403          -1
  -11241    2578  -30670           1
  -15218    2181  -28936           1
  -18234    1082  -27202           1
  -20609    -491  -25469           1
  -22460   -2411  -23735           1
  -23844   -4587  -22001           1
  -24791   -6946  -20267           1
  -25324   -9424  -18534           1
  -25459  -11967  -16800           1
  -25215  -14521  -15066           1
  -24608  -17039  -13333           1
  -23659  -19476  -11599           1
  -22392  -21792   -9865           1
  -20830  -23950   -8132           1
  -19003  -25914   -6398           1
  -16942  -27656   -4664           1
  -14678  -29148   -2930           1
  -12249  -30367   -1197           1
   -9691  -31296     536           1
   -7043  -31920    2270           1
   -4347  -32229    4003           1
   -1643  -32218    5737           1
    1025  -31887    7471           1
    3616  -31238    9204           1
    6086  -30281   10938           1
    8393  -29028   12672           1
   10493  -27495   14406           1
   12344  -25705   16139           1
   13902  -23683   17873           1
   15123  -21459   19607           1
   15961  -19064   21340           1
   16363  -16536   23074           1
   16267  -13913   24808           1
   15588  -11233   26542           1
   14190   -8531   28275           1
   11799   -5819   30009           1
    7562   -2977   31743           1
   -7520   -2888   31761          -1
  -12592   -3669   30027          -1
  -16195   -3291   28293          -1
  -19057   -2247   26560          -1
  -21372    -732   24826          -1
  -23218    1135   23092          -1
  -24632    3269   21358          -1
  -25635    5599   19625          -1
  -26239    8064   17891          -1
  -26459   10607   16157          -1
  -26305   13177   14424          -1
  -25793   15726   12690          -1
  -24941   18208   10956          -1
  -23767   20584    9222          -1
  -22296   22813    7489          -1
  -20554   24861    5755          -1
  -18568   26696    4021          -1
  -16372   28291    2288          -1
  -13999   29620     554          -1
  -11486   30665   -1179          -1
   -8871   31408   -2912          -1
   -6195   31838   -4646          -1
   -3498   31948   -6380          -1
    -823   31735   -8114          -1
    1785   31201   -9847          -1
    4285   30350  -11581          -1
    6632   29195  -13315          -1
    8781   27750  -15048          -1
   10689   26033  -16782          -1
   12308   24069  -18516          -1
   13592   21882  -20249          -1
   14489   19504  -21983          -1
   14942   16966  -23717          -1
   14878   14301  -25451          -1
   14195   11538  -27184          -1
   12721    8692  -28918          -1
   10071    5717  -30652          -1
    4522    2091  -32385          -1
   -2975   -7845  -31674          -1
   -3671  -12796  -29940           1
   -3252  -16354  -28207           1
   -2181  -19185  -26473           1
    -646  -21475  -24739           1
    1236  -23299  -23005           1
    3381  -24692  -21272           1
    5720  -25674  -19538           1
    8190  -26259  -17804           1
   10735  -26460  -16071           1
   13305  -26288  -14337           1
   15852  -25759  -12603           1
   18330  -24890  -10869           1
   20699  -23701   -9136           1
   22920  -22215   -7402           1
   24958  -20460   -5668           1
   26782  -18463   -3935           1
   28364  -16257   -2201           1
   29679  -13876    -467           1
   30709  -11357    1265           1
   31437   -8738    2999           1
   31851   -6060    4733           1
   31945   -3363    6467           1
   31716    -691    8200           1
   31166    1913    9934           1
   30300    4406   11668           1
   29130    6744   13401           1
   27670    8883   15135           1
   25941   10777   16869           1
   23964   12381   18602           1
   21768   13646   20336           1
   19381   14523   22070           1
   16836   14952   23804           1
   14165   14860   25537           1
   11398   14142   27271           1
    8547   12621   29005           1
    5561    9892   30738           1
    1823    3985   32472           1
    2512   -9996   31103          -1
    2360  -14335   29369          -1
    1407  -17548   27636          -1
     -61  -20068   25902          -1
   -1904  -22043   24168          -1
   -4023  -23540   22435          -1
   -6342  -24594   20701          -1
   -8797  -25229   18967          -1
  -11328  -25462   17233          -1
  -13884  -25311   15500          -1
  -16415  -24792   13766          -1
  -18877  -23927   12032          -1
  -21227  -22737   10299          -1
  -23427  -21247    8565          -1
  -25443  -19483    6831          -1
  -27243  -17477    5098          -1
  -28799  -15261    3364          -1
  -30089  -12870    1630          -1
  -31092  -10340    -103          -1
  -31793   -7711   -1836          -1
  -32182   -5023   -3570          -1
  -32251   -2317   -5304          -1
  -32000     363   -7037          -1
  -31430    2978   -8771          -1
  -30549    5483  -10505          -1
  -29368    7834  -12238          -1
  -27903    9990  -13972          -1
  -26176   11907  -15706          -1
  -24209   13542  -17440          -1
  -22032   14852  -19173          -1
  -19677   15790  -20907          -1
  -17179   16307  -22641          -1
  -14575   16342  -24374          -1
  -11906   15819  -26108          -1
   -9207   14618  -27842          -1
   -6500   12517  -29576          -1
   -3726    8915  -31309          -1
    2110   -1151  -32678          -1
    9853   -4358  -30944           1
   14027   -4857  -29211           1
   17294   -4421  -27477           1
   19988   -3372  -25743           1
   22219   -1871  -24010           1
   24029     -22  -22276           1
   25441    2095  -20542           1
   26465    4414  -18809           1
   27107    6875  -17075           1
   27377    9423  -15341           1
   27282   12007  -13607           1
   26834   14580  -11874           1
   26048   17097  -10140           1
   24942   19516   -8406           1
   23537   21798   -6673           1
   21856   23907   -4939           1
   19929   25811   -3205           1
   17785   27480   -1472           1
   15457   28890     261           1
   12982   30019    1995           1
   10397   30849    3729           1
    7741   31367    5462           1
    5056   31564    7196           1
    2385   31436    8930           1
    -228   30982   10663           1
   -2740   30207   12397           1
   -5106   29118   14131           1
   -7279   27730   15865           1
   -9212   26059   17598           1
  -10858   24125   19332           1
  -12165   21952   21066           1
  -13076   19566   22799           1
  -13526   16994   24533           1
  -13429   14260   26267           1
  -12655   11378   28000           1
  -10966    8322   29734           1
   -7708    4898   31468           1
    6041    1280   32179          -1
   12016    1520   30446          -1
   15773     674   28712          -1
   18581    -750   26978          -1
   20730   -2573   25245          -1
   22337   -4681   23511          -1
   23462   -6994   21777          -1
   24140   -9441   20043          -1
   24397  -11964   18310          -1
   24256  -14508   16576          -1
   23738  -17024   14842          -1
   22866  -19466   13109          -1
   21663  -21793   11375          -1
   20157  -23966    9641          -1
   18377  -25950    7907          -1
   16353  -27714    6174          -1
   14120  -29233    4440          -1
   11713  -30482    2706          -1
    9169  -31442     973          -1
    6528  -32101    -760          -1
    3831  -32446   -2494          -1
    1118  -32473   -4227          -1
   -1568  -32181   -5961          -1
   -4185  -31574   -7695          -1
   -6692  -30659   -9429          -1
   -9045  -29448  -11162          -1
  -11204  -27960  -12896          -1
  -13127  -26216  -14630          -1
  -14774  -24240  -16363          -1
  -16103  -22064  -18097          -1
  -17073  -19720  -19831          -1
  -17640  -17246  -21564          -1
  -17754  -14683  -23298          -1
  -17355  -12075  -25032          -1
  -16357   -9469  -26766          -1
  -14617   -6911  -28499          -1
  -11830   -4433  -30233          -1
   -6924   -1956  -31967          -1
    3824    6188  -31949          -1
    5746   11299  -30215           1
    6119   15000  -28481           1
    5669   18057  -26748           1
    4641   20649  -25014           1
    3171   22839  -23280           1
    1354   24648  -21546           1
    -736   26087  -19813           1
   -3036   27158  -18079           1
   -5487   27863  -16345           1
   -8036   28206  -14612           1
  -10632   28191  -12878           1
  -13229   27828  -11144           1
  -15782   27129   -9411           1
  -18248   26109   -7677           1
  -20588   24788   -5943           1
  -22765   23187   -4209           1
  -24747   21333   -2476           1
  -26501   19255    -742           1
  -28003   16985     991           1
  -29228   14558    2724           1
  -30158   12011    4458           1
  -30778    9382    6192           1
  -31076    6714    7925           1
  -31047    4049    9659           1
  -30689    1430   11393           1
  -30002   -1096   13127           1
  -28994   -3485   14860           1
  -27675   -5689   16594           1
  -26059   -7659   18328           1
  -24163   -9343   20061           1
  -22008  -10688   21795           1
  -19615  -11630   23529           1
  -17004  -12096   25263           1
  -14186  -11983   26996           1
  -11150  -11131   28730           1
   -7802   -9204   30464           1
   -3533   -4948   32197           1
    -790    8910   31522          -1
     -73   13649   29788          -1
    1314   16878   28054          -1
    3124   19264   26321          -1
    5230   21018   24587          -1
    7543   22236   22853          -1
    9989   22974   21120          -1
   12508   23267   19386          -1
   15044   23145   17652          -1
   17547   22634   15918          -1
   19973   21760   14185          -1
   22277   20550   12451          -1
   24423   19033   10717          -1
   26377   17239    8984          -1
   28107   15201    7250          -1
   29588   12953    5516          -1
   30796   10532    3783          -1
   31714    7977    2049          -1
   32329    5327     315          -1
   32631    2622   -1418          -1
   32614     -94   -3151          -1
   32280   -2783   -4885          -1
   31633   -5401   -6619          -1
   30681   -7907   -8352          -1
   29439  -10259  -10086          -1
   27923  -12418  -11820          -1
   26157  -14343  -13553          -1
   24167  -15996  -15287          -1
   21984  -17338  -17021          -1
   19643  -18332  -18755          -1
   17181  -18938  -20488          -1
   14643  -19115  -22222          -1
   12074  -18814  -23956          -1
    9526  -17970  -25689          -1
    7055  -16487  -27423          -1
    4720  -14186  -29157          -1
    2577  -10619  -30891          -1
     470   -3013  -32624          -1
   -8169    5679  -31219          -1
  -12371    7155  -29486           1
  -15752    7440  -27752           1
  -18653    6982  -26018           1
  -21171    5974  -24284           1
  -23335    4534  -22551           1
  -25154    2748  -20817           1
  -26627     684  -19083           1
  -27750   -1594  -17350           1
  -28522   -4034  -15616           1
  -28941   -6581  -13882           1
  -29011   -9188  -12149           1
  -28736  -11806  -10415           1
  -28127  -14392   -8681           1
  -27197  -16902   -6947           1
  -25963  -19297   -5214           1
  -24445  -21539   -3480           1
  -22669  -23594   -1746           1
  -20662  -25431     -13           1
  -18454  -27021    1720           1
  -16079  -28340    3454           1
  -13574  -29368    5188           1
  -10977  -30087    6921           1
   -8330  -30485    8655           1
   -5674  -30553   10389           1
   -3054  -30288   12122           1
    -516  -29688   13856           1
    1892  -28758   15590           1
    4123  -27505   17323           1
    6126  -25941   19057           1
    7847  -24079   20791           1
    9226  -21935   22525           1
   10196  -19525   24258           1
   10671  -16857   25992           1
   10532  -13928   27726           1
    9572  -10684   29459           1
    7291   -6889   31193           1
   -3314    -169   32598          -1
  -10996     351   30864          -1
  -14902    1721   29131          -1
  -17622    3537   27397          -1
  -19572    5654   25663          -1
  -20914    7976   23930          -1
  -21730   10429   22196          -1
  -22073   12950   20462          -1
  -21980   15483   18728          -1
  -21484   17979   16995          -1
  -20615   20390   15261          -1
  -19403   22675   13527          -1
  -17878   24797   11794          -1
  -16074   26722   10060          -1
  -14025   28418    8326          -1
  -11766   29862    6592          -1
   -9335   31030    4859          -1
   -6771   31907    3125          -1
   -4113   32477    1391          -1
   -1404   32735    -341          -1
    1314   32674   -2075          -1
    4003   32297   -3809          -1
    6619   31609   -5542          -1
    9122   30618   -7276          -1
   11470   29341   -9010          -1
   13625   27795  -10744          -1
   15548   26004  -12477          -1
   17202   23995  -14211          -1
   18552   21799  -15945          -1
   19563   19452  -17678          -1
   20199   16994  -19412          -1
   20424   14469  -21146          -1
   20199   11923  -22879          -1
   19475    9410  -24613          -1
   18183    6990  -26347          -1
   16209    4729  -28081          -1
   13319    2711  -29814          -1
    8791    1039  -31548          -1
   -4025   -4368  -32223          -1
   -7371   -9469  -30490           1
   -8586  -13153  -28756           1
   -8806  -16305  -27022           1
   -8345  -19091  -25289           1
   -7359  -21555  -23555           1
   -5949  -23708  -21821           1
   -4195  -25544  -20088           1
   -2160  -27057  -18354           1
      97  -28238  -16620           1
    2523  -29080  -14886           1
    5067  -29580  -13153           1
    7681  -29736  -11419           1
   10317  -29553   -9685           1
   12932  -29037   -7952           1
   15483  -28200   -6218           1
   17929  -27057   -4484           1
   20233  -25626   -2751           1
   22359  -23931   -1017           1
   24274  -21997     716           1
   25950  -19855    2450           1
   27360  -17537    4183           1
   28482  -15079    5917           1
   29298  -12518    7651           1
   29793   -9895    9384           1
   29957   -7253   11118           1
   29782   -4637   12852           1
   29266   -2091   14586           1
   28411     334   16319           1
   27222    2590   18053           1
   25705    4624   19787           1
   23871    6378   21520           1
   21730    7789   23254           1
   19289    8784   24988           1
   16546    9264   26721           1
   13467    9086   28455           1
    9932    7976   30189           1
    5356    5089   31923           1
    -508   -7312   31936          -1
   -1939  -12579   30193          -1
   -3809  -15802   28450          -1
   -5973  -18019   26707          -1
   -8336  -19517   24964          -1
  -10822  -20427   23222          -1
  -13369  -20822   21479          -1
  -15919  -20754   19736          -1
  -18421  -20262   17993          -1
  -20831  -19382   16250          -1
  -23105  -18148   14507          -1
  -25205  -16595   12764          -1
  -27099  -14759   11021          -1
  -28756  -12675    9278          -1
  -30151  -10381    7535          -1
  -31263   -7918    5792          -1
  -32076   -5324    4049          -1
  -32578   -2643    2306          -1
  -32762      85     563          -1
  -32624    2817   -1178          -1
  -32167    5512   -2921          -1
  -31398    8126   -4664          -1
  -30328   10619   -6407          -1
  -28974   12951   -8150          -1
  -27354   15083   -9893          -1
  -25495   16977  -11636          -1
  -23425   18598  -13379          -1
  -21178   19911  -15122          -1
  -18790   20884  -16865          -1
  -16303   21485  -18608          -1
  -13762   21682  -20351          -1
  -11217   21440  -22094          -1
   -8723   20721  -23836          -1
   -6342   19470  -25579          -1
   -4147   17605  -27322          -1
   -2227   14963  -29065          -1
    -716   11135  -30808          -1
      72    3750  -32551          -1
    7240   -7183  -31139          -1
   11090   -9302  -29396           1
   14363  -10132  -27653           1
   17298  -10153  -25910           1
   19950   -9569  -24167           1
   22328   -8498  -22424           1
   24424   -7027  -20681           1
   26224   -5222  -18938           1
   27714   -3146  -17195           1
   28881    -851  -15452           1
   29717    1608  -13709           1
   30215    4184  -11966           1
   30372    6829  -10224           1
   30192    9496   -8481           1
   29679   12140   -6738           1
   28845   14719   -4995           1
   27704   17191   -3252           1
   26274   19519   -1509           1
   24579   21666     233           1
   22645   23600    1976           1
   20500   25289    3719           1
   18179   26708    5462           1
   15718   27833    7205           1
   13155   28644    8948           1
   10532   29127   10691           1
    7894   29270   12433           1
    5285   29064   14176           1
    2754   28507   15919           1
     352   27596   17662           1
   -1867   26336   19405           1
   -3847   24730   21148           1
   -5524   22784   22891           1
   -6826   20499   24634           1
   -7659   17867   26377           1
   -7894   14852   28120           1
   -7301   11338   29863           1
   -5270    6852   31606           1
    5332    -751   32321          -1
   11481   -2609   30578          -1
   14834   -4703   28835          -1
   17042   -7016   27092          -1
   18471   -9479   25349          -1
   19281  -12026   23606          -1
   19557  -14599   21863          -1
   19361  -17145   20120          -1
   18737  -19617   18377          -1
   17727  -21970   16635          -1
   16368  -24165   14892          -1
   14698  -26167   13149          -1
   12756  -27943   11406          -1
   10579  -29467    9663          -1
    8209  -30717    7920          -1
    5684  -31673    6177          -1
    3048  -32322    4434          -1
     342  -32654    2691          -1
   -2391  -32665     948          -1
   -5109  -32356    -794          -1
   -7770  -31730   -2537          -1
  -10333  -30798   -4280          -1
  -12758  -29574   -6022          -1
  -15005  -28075   -7765          -1
  -17036  -26324   -9508          -1
  -18818  -24350  -11251          -1
  -20315  -22182  -12994          -1
  -21497  -19857  -14737          -1
  -22335  -17413  -16480          -1
  -22798  -14892  -18223          -1
  -22861  -12343  -19966          -1
  -22494   -9817  -21709          -1
  -21663   -7371  -23452          -1
  -20326   -5069  -25195          -1
  -18414   -2988  -26938          -1
  -15798   -1224  -28680          -1
  -12167      75  -30423          -1
   -6217     559  -32166          -1
    7115    5818  -31451          -1
    9933    9612  -29708           1
   11237   12857  -27965           1
   11649   15821  -26222           1
   11405   18555  -24479           1
   10634   21062  -22736           1
    9425   23325  -20994           1
    7847   25327  -19251           1
    5961   27048  -17508           1
    3819   28470  -15765           1
    1474   29578  -14022           1
   -1024   30361  -12279           1
   -3630   30813  -10536           1
   -6297   30930   -8793           1
   -8978   30714   -7050           1
  -11630   30170   -5307           1
  -14211   29308   -3564           1
  -16681   28143   -1821           1
  -19001   26694     -78           1
  -21135   24983    1664           1
  -23051   23036    3406           1
  -24718   20884    5149           1
  -26109   18559    6892           1
  -27201   16099    8635           1
  -27974   13543   10378           1
  -28411   10932   12121           1
  -28501    8312   13864           1
  -28235    5729   15607           1
  -27607    3235   17350           1
  -26614     881   19093           1
  -25256   -1275   20836           1
  -23532   -3172   22579           1
  -21439   -4739   24322           1
  -18963   -5889   26064           1
  -16065   -6503   27807           1
  -12633   -6389   29550           1
   -8273   -5092   31293           1
     416    1951   32706          -1
    3106   10261   30963          -1
    5465   13783   29220          -1
    7941   15987   27477          -1
   10508   17349   25734          -1
   13114   18057   23991          -1
   15711   18216   22248          -1
   18249   17893   20505          -1
   20684   17140   18762          -1
   22975   16004   17019          -1
   25085   14526   15276          -1
   26982   12746   13533          -1
   28636   10706   11791          -1
   30022    8445   10048          -1
   31122    6007    8305          -1
   31919    3432    6562          -1
   32401     763    4819          -1
   32563   -1955    3076          -1
   32403   -4683    1333          -1
   31923   -7376    -409          -1
   31131   -9994   -2152          -1
   30039  -12495   -3895          -1
   28664  -14840   -5638          -1
   27026  -16993   -7381          -1
   25151  -18916   -9124          -1
   23068  -20577  -10866          -1
   20809  -21945  -12609          -1
   18413  -22991  -14352          -1
   15920  -23688  -16095          -1
   13374  -24012  -17838          -1
   10823  -23939  -19581          -1
    8321  -23445  -21324          -1
    5926  -22504  -23067          -1
    3704  -21080  -24810          -1
    1733  -19120  -26553          -1
     113  -16522  -28296          -1
   -1002  -13050  -30039          -1
   -1272   -7871  -31782          -1
   -4419    6722  -31763          -1
   -8103   10331  -30021           1
  -11267   12127  -28278           1
  -14214   12942  -26535           1
  -16990   13051  -24792           1
  -19588   12596  -23049           1
  -21989   11670  -21306           1
  -24165   10341  -19563           1
  -26094    8670  -17820           1
  -27751    6710  -16077           1
  -29117    4511  -14334           1
  -30176    2120  -12591           1
  -30916    -414  -10848           1
  -31328   -3046   -9105           1
  -31410   -5732   -7363           1
  -31162   -8425   -5620           1
  -30590  -11083   -3877           1
  -29704  -13665   -2134           1
  -28519  -16129    -391           1
  -27052  -18439    1351           1
  -25327  -20557    3094           1
  -23370  -22452    4837           1
  -21210  -24093    6580           1
  -18883  -25452    8323           1
  -16425  -26505   10066           1
  -13875  -27234   11809           1
  -11277  -27619   13552           1
   -8677  -27648   15294           1
   -6123  -27311   17037           1
   -3666  -26599   18780           1
   -1364  -25506   20523           1
     723  -24028   22266           1
    2529  -22154   24009           1
    3969  -19867   25752           1
    4938  -17125   27495           1
    5270  -13820   29238           1
    4620   -9616   30981           1
     847   -1442   32724           1
   -8912    3399   31347          -1
  -12657    6082   29605          -1
  -14865    8740   27862          -1
  -16159   11416   26119          -1
  -16767   14083   24376          -1
  -16808   16699   22633          -1
  -16360   19224   20890          -1
  -15482   21617   19147          -1
  -14225   23841   17404          -1
  -12633   25860   15661          -1
  -10750   27647   13918          -1
   -8620   29173   12175          -1
   -6285   30419   10432          -1
   -3788   31365    8689          -1
   -1173   32000    6947          -1
    1516   32315    5204          -1
    4238   32306    3461          -1
    6949   31975    1718          -1
    9606   31327     -24          -1
   12170   30371   -1767          -1
   14599   29124   -3510          -1
   16856   27603   -5253          -1
   18905   25832   -6996          -1
   20712   23839   -8739          -1
   22246   21654  -10482          -1
   23478   19313  -12225          -1
   24382   16853  -13968          -1
   24935   14319  -15710          -1
   25117   11754  -17453          -1
   24906    9209  -19196          -1
   24286    6737  -20939          -1
   23234    4397  -22682          -1
   21724    2256  -24425          -1
   19716     393  -26168          -1
   17129   -1091  -27911          -1
   13788   -2043  -29654          -1
    9126   -2143  -31397          -1
   -5942   -3076  -32076          -1
  -10490   -6595  -30333           1
  -12794   -9621  -28590           1
  -14019  -12503  -26847           1
  -14490  -15279  -25104           1
  -14364  -17932  -23361           1
  -13736  -20435  -21618           1
  -12677  -22757  -19875           1
  -11245  -24867  -18133           1
   -9492  -26738  -16390           1
   -7467  -28343  -14647           1
   -5215  -29664  -12904           1
   -2783  -30681  -11161           1
    -217  -31383   -9418           1
    2438  -31761   -7675           1
    5139  -31813   -5932           1
    7842  -31537   -4189           1
   10504  -30941   -2446           1
   13083  -30033    -703           1
   15539  -28829    1039           1
   17835  -27346    2782           1
   19935  -25608    4525           1
   21805  -23640    6267           1
   23415  -21475    8010           1
   24738  -19145    9753           1
   25748  -16689   11496           1
   26424  -14146   13239           1
   26749  -11562   14982           1
   26706   -8982   16725           1
   26284   -6457   18468           1
   25472   -4041   20211           1
   24258   -1793   21954           1
   22628     221   23697           1
   20561    1924   25440           1
   18010    3219   27183           1
   14874    3963   28925           1
   10860    3890   30668           1
    4378    1994   32411           1
   -4110   -8474   31384          -1
   -7122  -12014   29641          -1
   -9967  -14000   27898          -1
  -12749  -15067   26155          -1
  -15460  -15448   24412          -1
  -18073  -15268   22669          -1
  -20551  -14607   20926          -1
  -22861  -13528   19183          -1
  -24968  -12085   17440          -1
  -26844  -10326   15697          -1
  -28461   -8298   13954          -1
  -29799   -6044   12211          -1
  -30838   -3611   10469          -1
  -31566   -1042    8726          -1
  -31973    1616    6983          -1
  -32054    4323    5240          -1
  -31811    7034    3497          -1
  -31247    9706    1754          -1
  -30371   12297      11          -1
  -29198   14769   -1731          -1
  -27745   17081   -3474          -1
  -26035   19199   -5217          -1
  -24094   21087   -6960          -1
  -21952   22716   -8703          -1
  -19642   24056  -10446          -1
  -17203   25082  -12188          -1
  -14675   25772  -13931          -1
  -12101   26105  -15674          -1
   -9530   26066  -17417          -1
   -7012   25639  -19160          -1
   -4602   24809  -20903          -1
   -2361   23563  -22646          -1
    -357   21879  -24389          -1
    1328   19723  -26132          -1
    2587   17027  -27875          -1
    3254   13632  -29618          -1
    2967    9019  -31361          -1
     486   -1304  -32737          -1
    4534   -9615  -30994           1
    7390  -12783  -29251           1
   10165  -14615  -27508           1
   12905  -15596  -25765           1
   15589  -15922  -24022           1
   18183  -15705  -22279           1
   20648  -15018  -20536           1
   22948  -13921  -18793           1
   25050  -12465  -17051           1
   26923  -10697  -15308           1
   28541   -8661  -13565           1
   29881   -6403  -11822           1
   30925   -3965  -10079           1
   31658   -1393   -8336           1
   32071    1269   -6593           1
   32160    3979   -4850           1
   31925    6693   -3107           1
   31369    9368   -1364           1
   30502   11963     378           1
   29337   14438    2121           1
   27893   16753    3864           1
   26191   18874    5606           1
   24257   20765    7349           1
   22122   22396    9092           1
   19819   23737   10835           1
   17386   24762   12578           1
   14862   25449   14321           1
   12294   25777   16064           1
    9727   25728   17807           1
    7214   25286   19550           1
    4810   24436   21293           1
    2577   23159   23036           1
     584   21431   24779           1
   -1082   19211   26522           1
   -2310   16414   28264           1
   -2915   12833   30007           1
   -2446    7718   31750           1
    6956   -4002   31768          -1
   10786   -7468   30026          -1
   12769  -10520   28283          -1
   13759  -13414   26540          -1
   14035  -16179   24797          -1
   13736  -18801   23054          -1
   12954  -21252   21311          -1
   11759  -23504   19568          -1
   10206  -25529   17825          -1
    8348  -27300   16082          -1
    6234  -28795   14339          -1
    3911  -29995   12596          -1
    1425  -30884   10853          -1
   -1178  -31452    9110          -1
   -3853  -31694    7367          -1
   -6556  -31607    5625          -1
   -9244  -31195    3882          -1
  -11874  -30464    2139          -1
  -14404  -29428     396          -1
  -16797  -28101   -1346          -1
  -19015  -26505   -3089          -1
  -21023  -24664   -4832          -1
  -22789  -22607   -6575          -1
  -24284  -20364   -8318          -1
  -25483  -17973  -10061          -1
  -26362  -15471  -11804          -1
  -26901  -12901  -13547          -1
  -27086  -10307  -15290          -1
  -26901   -7737  -17032          -1
  -26337   -5243  -18775          -1
  -25384   -2879  -20518          -1
  -24033    -706  -22261          -1
  -22270    1207  -24004          -1
  -20074    2782  -25747          -1
  -17396    3913  -27490          -1
  -14119    4442  -29233          -1
   -9887    4045  -30976          -1
   -1573     803  -32719          -1
    9129    3195  -31306          -1
   12900    5765  -29563           1
   15159    8357  -27821           1
   16514   10994  -26078           1
   17186   13642  -24335           1
   17292   16255  -22592           1
   16908   18790  -20849           1
   16092   21204  -19106           1
   14893   23460  -17363           1
   13354   25521  -15620           1
   11519   27356  -13877           1
    9429   28939  -12134           1
    7127   30247  -10391           1
    4656   31260   -8648           1
    2058   31964   -6905           1
    -622   32351   -5163           1
   -3343   32416   -3420           1
   -6062   32157   -1677           1
   -8736   31580      65           1
  -11324   30694    1808           1
  -13785   29512    3551           1
  -16082   28053    5294           1
  -18178   26338    7037           1
  -20037   24394    8780           1
  -21628   22251   10523           1
  -22922   19944   12266           1
  -23891   17510   14009           1
  -24511   14991   15752           1
  -24759   12433   17495           1
  -24614    9883   19237           1
  -24057    7396   20980           1
  -23065    5029   22723           1
  -21608    2850   24466           1
  -19643     935   26209           1
  -17086    -614   27952           1
  -13752   -1651   29695           1
   -9046   -1862   31438           1
    3523    5234   32153          -1
    7634    9517   30410          -1
   10928   11506   28667          -1
   13945   12420   26924          -1
   16765   12588   25181          -1
   19393   12172   23439          -1
   21814   11272   21696          -1
   24005    9963   19953          -1
   25943    8306   18210          -1
   27606    6356   16467          -1
   28974    4164   14724          -1
   30033    1779   12981          -1
   30770    -749   11238          -1
   31178   -3377    9495          -1
   31254   -6058    7752          -1
   31000   -8747    6009          -1
   30421  -11401    4266          -1
   29528  -13977    2523          -1
   28334  -16437     781          -1
   26860  -18742    -961          -1
   25127  -20856   -2704          -1
   23162  -22746   -4447          -1
   20996  -24382   -6190          -1
   18662  -25738   -7933          -1
   16197  -26789   -9676          -1
   13641  -27516  -11419          -1
   11038  -27903  -13162          -1
    8432  -27935  -14905          -1
    5872  -27604  -16648          -1
    3409  -26903  -18391          -1
    1097  -25828  -20134          -1
   -1001  -24373  -21877          -1
   -2822  -22534  -23619          -1
   -4287  -20298  -25362          -1
   -5295  -17632  -27105          -1
   -5695  -14456  -28848          -1
   -5199  -10525  -30591          -1
   -2738   -4544  -32334          -1
   -1983    8364  -31619          -1
   -4186   12788  -29876           1
   -6540   15472  -28133           1
   -9029   17195  -26390           1
  -11597   18211  -24647           1
  -14192   18645  -22904           1
  -16760   18572  -21161           1
  -19255   18049  -19418           1
  -21634   17123  -17675           1
  -23855   15834  -15932           1
  -25885   14222  -14190           1
  -27690   12328  -12447           1
  -29244   10190  -10704           1
  -30524    7851   -8961           1
  -31510    5351   -7218           1
  -32190    2731   -5475           1
  -32553      35   -3732           1
  -32595   -2693   -1989           1
  -32315   -5414    -246           1
  -31718   -8084    1496           1
  -30814  -10661    3239           1
  -29615  -13106    4982           1
  -28140  -15380    6725           1
  -26411  -17446    8467           1
  -24456  -19269   10210           1
  -22304  -20815   11953           1
  -19991  -22054   13696           1
  -17555  -22958   15439           1
  -15038  -23500   17182           1
  -12487  -23655   18925           1
   -9951  -23397   20668           1
   -7487  -22701   22411           1
   -5156  -21532   24154           1
   -3029  -19845   25897           1
   -1194  -17557   27640           1
     226  -14500   29383           1
    1013  -10189   31126           1
   -3044    2377   32538          -1
   -8217    7602   30795          -1
  -10225   11183   29052          -1
  -11060   14335   27309          -1
  -11121   17214   25566          -1
  -10588   19849   23823          -1
   -9572   22236   22080          -1
   -8153   24363   20337          -1
   -6397   26210   18595          -1
   -4361   27760   16852          -1
   -2099   28999   15109          -1
     337   29914   13366          -1
    2900   30498   11623          -1
    5543   30746    9880          -1
    8219   30657    8137          -1
   10883   30238    6394          -1
   13492   29495    4651          -1
   16006   28442    2908          -1
   18385   27097    1165          -1
   20592   25481    -577          -1
   22594   23617   -2320          -1
   24358   21536   -4062          -1
   25857   19270   -5805          -1
   27067   16853   -7548          -1
   27967   14323   -9291          -1
   28538   11723  -11034          -1
   28769    9096  -12777          -1
   28648    6486  -14520          -1
   28171    3944  -16263          -1
   27333    1520  -18006          -1
   26136    -731  -19749          -1
   24580   -2752  -21492          -1
   22665   -4478  -23235          -1
   20389   -5833  -24978          -1
   17734   -6719  -26721          -1
   14646   -6998  -28463          -1
   10959   -6411  -30206          -1
    5948   -4183  -31949          -1
   -7780   -1293  -31803          -1
  -12620   -3193  -30069           1
  -15561   -5346  -28336           1
  -17513   -7696  -26602           1
  -18752  -10176  -24868           1
  -19405  -12722  -23135           1
  -19549  -15279  -21401           1
  -19238  -17797  -19667           1
  -18515  -20229  -17934           1
  -17419  -22534  -16200           1
  -15987  -24673  -14466           1
  -14258  -26613  -12732           1
  -12267  -28323  -10999           1
  -10054  -29778   -9265           1
   -7658  -30956   -7531           1
   -5118  -31841   -5798           1
   -2478  -32419   -4064           1
     222  -32683   -2330           1
    2942  -32629    -596           1
    5638  -32258    1136           1
    8269  -31576    2870           1
   10796  -30592    4604           1
